species|Leaf shape: 5. leaf base|First historical record: 1. date|After-ripening requirement|Root depth: 1. type|Root persistence|Stomata: 1. surfaces present|Sepal number|Range: 3. continents where native|Range: 2. european countries where introduced|Age at first flowering|Incompatibility systems|Photosynthetic pathway|Vegetative reproduction/persistence: 2. pattern|Ellenberg: Temperature|Soil pH: 2. extreme minimum|Leaf lamina thickness: 1. range|Seed viability|Drought Tolerance|Height: 4. typical minimum (cm)|Chromosome number(s): 1. number|Maximum seedbank density (m2)|Change Index|Heteromorphy|Flow|Soil moisture: 3. supply|Lemma|Minimum temperature germination|Ellenberg: Continetality|Seed/ovule ratio|Cleistogamy|Dispersal agent|Height: 2. extreme minimum (cm)|Response to vertebrate grazing|Soil moisture: 1. water table|Normal method of propagation|Stomata: 3. density on upper surface (no/mm2)|Mono/poly-carpic|Longevity of stems (yrs)|Seedbank type|Petal no|Dynamics|Max. Stem Diameter (mm)|Pollen viability|Leaf shape: 6. petiole|Flowering time: 2. latest month|Germination requirements 3. temperature fluctuation|Petal (sepal) size (cm)|Mature leaf N concentration (mg/g)|rgr|Ellenberg Indicator: Salt|Altitude: 1. maximum recorded (m)|Seed production: 2. typical range (/flower)|Pollen vector|Status|Life Form: normal state|Soil pH: 1. extreme maximum|Exposure|Southern European Limit (Latitude, 5C band)|Response to drought|Ellenberg Indicator: Light|Northern Limit in Britain|Ellenberg Indicator: Nitrogen|Annual seed dispersal|Continentality|Dispersule size - length of longest axis (mm)|Nutrition|Stems: 2. support|Height: 3. typical maximum (cm)|Seed weight: 1. maximum (mg)|Minimum temperature at which 50% seeds germinate|Seedbank density: recorded values|Time of seed dispersal (season)|Water pH: 4. typical minimum|EW Index|Life-form|First historical record: 2. site|Leaf shape: 8. maximum petiole length (mm)|Ellenberg: pH|Inflorescence type|Ellenberg : Moisture|number of European countries in which native|July mean temperature|Heterophylly|Fine root diameter (um)|Altitude: 2. minimum recorded (m)|Leaf longevity: 2. number of months|Maximum depth of leaves|Maximum temperature of germination|2C DNA content (pg)|SN Index|British distribution (post 1949 records)|Seedbank longevity|Germination requirements 2. light|Mean seedbank density (m2)|Vegetative reproduction/persistence: 1. method|Dicliny|Germination type|Fertilization|Clonality: normal state|Rarity Status|Seed production: 1. maximum (/flower)|Mature leaf P concentration (mg/g)|Fossil record: 1. earliest record|Root hairs|Leaf shape: 1. type|Stamen number|Leaf shape: 4. length versus breadth|Root depth: 2. depth (cm)|Glume, upper|Photoperiodism: 1. type|Maximum temperature at which 50% seeds germinate|Conservation Status|Pollen: 1. mono/di-morphic|Heavy metal resistance|Life Form: less frequent state|Seedling growth rate - maximum (/d)|Physical defences on leaves|Medicinal Use|Response to frost (non-woody tissue)|Physical defences on stems|Leaf position|Southern European Limit|Flower colour|Time of germination (season)|Clonality: less frequent state|Auricle|Water nutrients|Seed production: 3. typical range (/plant)|Mean Spore Diameter (Pteridophytes) (µ m )|Soil pH: 4. typical minimum|Northern European Limit (Lat,5C band)|Stomata: 2. density on lower surface(no/mm2)|Flowering time: 1. earliest month|Water pH: 3. typical maximum|Leaf folding|Pollen: 2. diameter (um)|Spread|Germination requirements 1. chilling|Leaf area (cm2)|Carpel/Style number|Waterlogging tolerance|Response to frost (seedlings)|Water pH: 2. extreme minimum|Physical defences on flowers/fruits|Soil nutrients|Glume lower|Pollen/ovule ratio|Seed size - length of longest axis (mm)|Stomata 4: density, surface indeterminate (no/mm2)|Water pH: 1. extreme maximum|Mean plant dry mass(mg)|Leaf shape: 2. outline|Appendages on dispersal unit|Leaf shape: 7. minimum petiole length (mm)|Stigma number|Leaf shape: 3. pointed/round|Carnivory|Range: 4. continents where introduced|Height 5: Mean (cm)|Soil pH: 3. typical maximum|Photoperiodism: 2. threshold value (h)|Altitude: 4. typical minimum (m)|Palea|Leaf longevity: 1. type|Shade|Annual precipitation|Seed weight: 3. mean (mg)|Seed weight: 2. minimum (mg)|January mean temperature|Ligule|Flowering time: 3. peak month|Stems: 1. woodiness|Root hair length (mm)|Root system|Height: 1. extreme maximum (cm)|Minimum seedbank density (m2)|Shade tolerance|Range: 1. european countries where native|Dichogamy|Inbreeding (%)|Rgr max|Biome|Soil moisture: 2. drainage|Physical defences on buds|Salinity|Typical abundance where naturally occurring|Fossil record: 2. earliest postglacial record|Eastern Limit|id
hottonia_palustris|nan|1597|none, none|shallow|nan|nan|5|Asia, Europe|nan|nan|nan|C3|ramets not connected|6, 6|nan|nan|nan|nan|nan|20|nan|-0.63|dimorphic|nil, nil, slight|nan|nan|nan|5|nan|some cleistogamous flowers|carried by birds, water|nan|nan|nan|seed and vegetative|nan|nan|nan|nan|5|declining|nan|nan|petiolate|6|nan|1.125|nan|nan|0, 0, 0|91|10-100|insect|native|Perennial hydrophyte|nan|nan|<45|nan|6x, 7, 7|No|4, 5, 6|nan|Not continental|nan|autotrophic|nan|40|nan|nan|nan|nan|nan|2.43|hydrophyte|London|nan|5, 6, 7|nan|11, 11, 12|16|16|none|nan|0|nan|nan|nan|nan|2.33|145|nan|partial|nan|rooting stems|hermaphrodite|nan|obligatory cross|Irregularly fragmenting (mainly water plants)|Present|93|nan|nan|nan|compound|5|1-3 times as long as wide|nan|nan|nan|nan|nan|nan|none|nan|nan|glabrous|nan|nan|glabrous|submerged|No|lilac|summer|nan|nan|eutrophic, eutrophic, mesotrophic, mesotrophic|nan|nan|nan|60-65|nan|5|nan|nan|14|height = width|nan|nan|1|nan|nan|nan|nan|fertile, infertile, very infertile|nan|nan|nan|nan|nan|nan|entire|nan|nan|1|rounded|does not kill insects|nan|nan|nan|nan|0|nan|evergreen|light, none|697|0.1242|nan|3.6|nan|nan|non-woody|nan|adventitious|nan|nan|nan|nan|nan|nan|nan|Temperate|nan|nan|fresh|dominant, dominant|nan|European|1350060010
humulus_lupulus|cordate|1548|nan|nan|nan|nan|0|Asia, Europe, North America|nan|nan|nan|C3|nan|6, 6|nan|nan|nan|nan|nan|20|53|-0.09|nan|nan|nan|nan|nan|3|nan|nan|wind|nan|nan|nan|nan|nan|nan|<1|transient|5|nan|nan|nan|petiolate|8|nan|nan|nan|nan|0, 0, 0|nan|nan|wind|native|Hemicryptophyte|nan|nan|<45|nan|6, 6, 7|No|8, 8, 8|nan|Not continental|nan|autotrophic|twining|800|nan|nan|nan|nan|nan|4.21|hemicryptophyte|nan|100|6, 6, 7|cluster|7, 7, 8=|27|16|none|nan|0|nan|nan|nan|5.8|2.3|nan|nan|nan|53|nan|dioecious|nan|obligatory cross|Rhizome far creeping|Present|nan|nan|nan|nan|simple|5|1-3 times as long as wide|nan|nan|short-day|nan|nan|nan|none|nan|nan|nan|insomnia, nerves|nan|nan|nan|No|green|spring|nan|nan|nan|nan|nan|nan|>65|nan|7|nan|nan|18.9, 20.4|height > width|nan|10-100|2|nan|nan|nan|nan|fertile, very fertile|nan|nan|nan|nan|nan|nan|lobed and toothed|nan|40|2|pointed|does not kill insects|nan|nan|nan|nan|0|nan|aestival|deep, light, mid, none|833|2.6187|nan|3.8|nan|nan|non-woody|nan|nan|nan|53|nan|nan|nan|nan|nan|Temperate|nan|nan|nan|nan|nan|Euro-Siberian|390010010
huperzia_selago|parallel|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|patch-forming|3, 3|nan|nan|nan|nan|5|260|nan|-0.41|nan|nan|continuous|nan|nan|3|nan|nan|nan|5|nan|periodically high|vegetative|nan|polycarpic|10-100|nan|nan|nan|nan|nan|sessile|8|nan|nan|nan|nan|0, 0, 0|1300|nan|nan|native|Chamaephyte|nan|exposed|<45|nan|4, 5x, 7|No|2, 4, 5|nan|Not continental|nan|autotrophic|self-supporting|10|nan|nan|nan|nan|nan|nan|chamaephyte|nan|0|2, 3, 3|nan|6, 6, 6|nan|13|none|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|bulbils, rhizomes|nan|nan|nan|Little or no vegetative spread|Present|nan|nan|nan|nan|simple|nan|1-3 times as long as wide|nan|nan|nan|nan|nan|nan|nan|nan|nan|glabrous, glabrous|emetic, eye lotion|resistant, very resistant|glabrous|nan|No|nan|nan|nan|nan|nan|nan|nan|nan|>65|nan|6|nan|nan|nan|height = width|nan|0.1-1|nan|nan|nan|nan|glabrous|infertile|nan|nan|nan|nan|nan|nan|serrulate|nan|0|nan|pointed|does not kill insects|nan|nan|nan|nan|nan|nan|evergreen|none|1472|nan|nan|2.7|nan|nan|non-woody|nan|adventitious|30|nan|nan|nan|nan|nan|nan|Boreo-Arctic Montane|slow-draining|glabrous|fresh|nan|nan|Circumpolar|2001001
hyacinthoides_hispanica|nan|nan|nan|nan|nan|nan|0|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|6|nan|nan|nan|nan|nan|nan|1.5|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|raceme|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|6|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|blue|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|1|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|1|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|6.0201|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|1830280020
hyacinthoides_italica|nan|nan|nan|nan|nan|nan|0|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|6|nan|nan|nan|nan|nan|nan|0.65|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|raceme|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|6|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|blue|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|1|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|1|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|1830280030
hyacinthoides_x_massartiana=h_non_scripta_x_h_hispanica|nan|nan|nan|nan|nan|nan|0|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|6|nan|nan|nan|nan|nan|nan|0.95|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|raceme|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|6|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|blue|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|1|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|1|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|2617
hyacinthus_orientalis|nan|nan|nan|nan|nan|nan|0|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|6|nan|nan|nan|nan|nan|nan|2.25|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|raceme|nan|nan|nan|nan|nan|nan|nan|nan|nan|42.65, 64.75, 93.20|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|6|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|blue|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|1|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|1|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|10.704|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|1830300010
hydrangea_macrophylla|nan|nan|nan|nan|nan|nan|4|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|nan|nan|nan|0.3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|corymb|nan|nan|nan|nan|nan|nan|nan|nan|nan|3.85, 4.56, 6.66|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|15|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|blue|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|3|3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|0.0164|nan|nan|nan|nan|nan|nan|nan|nan|nan|2.92|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|750030010
hydrilla_verticillata|parallel-sided|1914|nan|nan|nan|none|3|Africa, Asia, Australasia, Europe|nan|nan|none|C3|nan|nan|nan|nan|nan|nan|nan|16|nan|nan|nan|nil, slight|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|vegetative|nan|nan|nan|nan|3|nan|nan|nan|sessile|nan|nan|minute|nan|nan|0|nan|1-10|water, wind|native|Perennial hydrophyte|nan|nan|50-55|nan|6|No|3|nan|Continental|10|autotrophic|nan|nan|nan|nan|nan|nan|nan|3.8|hydrophyte|Esthwaite Water|0|9|solitary|12|4|14|none|nan|nan|nan|>0.5m|nan|nan|4.4|nan|nan|nan|nan|rooting stems, stolons, tubers, turions|dioecious, monoecious|nan|nan|Detaching ramets above ground, often axillary|Rare|6|nan|nan|nan|simple|3|>3 times as long as wide|nan|nan|nan|nan|nan|nan|none|nan|nan|nan|nan|nan|nan|submerged|No|translucent|nan|Detaching ramets at or below ground|nan|eutrophic, mesotrophic, oligotrophic|nan|nan|nan|55-60|nan|nan|nan|nan|93|height < width|nan|0.1-1|3|nan|nan|nan|nan|nan|nan|nan|10|nan|nan|nan|entire|nan|0|3|pointed|does not kill insects|North America, South America|nan|nan|nan|nan|nan|nan|nan|1555|nan|nan|3.5|nan|nan|non-woody|nan|adventitious|nan|nan|nan|nan|protandrous|nan|nan|Southern Temperate|nan|nan|nan|nan|nan|Eurasian|1720060010
hydrocharis_morsus_ranae|cordate|1570|nan|nan|nan|upper|3|Asia, Europe|nan|nan|nan|C3|ramets not connected|6, 6|nan|nan|nan|nan|nan|28|nan|-0.89|nan|nil, slight|nan|nan|15|4|nan|nan|water|nan|nan|nan|vegetative, vegetative|89|nan|<1|nan|3|declining, declining|nan|nan|petiolate|8|nan|2.5|nan|nan|0, 0, 0|nan|10-100|insect|native|Perennial hydrophyte|nan|nan|<45|nan|7, 7, 7|No|6, 6, 7|nan|Not continental|nan|autotrophic|nan|nan|nan|nan|nan|nan|nan|3.07|hydrophyte|London|140|7, 7, 7|cluster|11, 11, 11|23|16|none|nan|0|nan|nan|nan|4.4|1.98|136|nan|nan|nan|stolons, turions|dioecious, monoecious|nan|no seed produced in Britain|Shortly creeping stolons in illuminated medium|Present|nan|nan|nan|present|simple|12|length = width|nan|nan|nan|nan|nan|nan|none|nan|nan|nan|nan|nan|nan|floating|No|white|nan|nan|nan|eutrophic, mesotrophic|nan|nan|nan|>65|0|7|nan|nan|29|height = width|nan|10-100|6|nan|nan|nan|nan|fertile|nan|nan|1.2|nan|nan|nan|entire|mucilage|nan|12|rounded|does not kill insects|North America|nan|nan|nan|0|nan|aestival|none|772|0.16|nan|3.9|nan|nan|non-woody|>5.0|adventitious|nan|nan|nan|nan|nan|nan|nan|Temperate|nan|nan|fresh|nan|nan|Euro-Siberian|1720010010
hydrocotyle_moschata|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|umbel|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|white|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|2|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|1|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|0.07|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|1290010050
hydrocotyle_ranunculoides|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|umbel|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|white|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|2|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|1|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|0.9595918|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|1290010010
hydrocotyle_vulgaris|central|1562|nan|shallow|nan|both|5|Europe|nan|nan|none|C3|patch-forming|5, 5|3.1|nan|nan|nan|nan|96|3933|-0.53|nan|nil, slight|nan|nan|nan|2|nan|nan|water|nan|nan|nan|vegetative|25|polycarpic|<1|long-term persistent, seedbank present, type uncertain, transient|5|declining, declining|nan|nan|petiolate|8|nan|nan|nan|nan|0, 1, 1|533|1-10|selfed|native|Hemicryptophyte|7.78|nan|<45|nan|6x, 7, 8|No|2, 3, 3|nan|Not continental|2|autotrophic|creeping|30|nan|nan|no persistent seedbank recorded|autumn, summer|5.03|5.05|hemicryptophyte|nan|250|3, 3, 6|umbel|8, 9, 9~|24|14|none|nan|0|nan|nan|nan|1.9, 1.95|3.92|nan|nan|nan|425|rooting stems|hermaphrodite|epigeal|normally self|Extensively creeping and rooting at nodes|Present|2|nan|nan|present|simple|5|length = width|nan|nan|nan|nan|nan|nan|none|nan|nan|glabrous|burns|nan|nan|nan|No|white|autumn, summer|nan|nan|eutrophic, mesotrophic, oligotrophic|nan|nan|5.01|60-65|97|6|6.53|nan|23|height < width|nan|1-10|2|nan|nan|3.86|nan|infertile, very infertile|nan|nan|1.7|nan|7.14|nan|crenate|nan|10|1|rounded|does not kill insects|Australasia|nan|6.77|nan|0|nan|aestival|none|1126|0.31, 0.504|nan|3.7|nan|nan|non-woody|nan|adventitious|nan|8|nan|nan|weakly protandrous|nan|nan|Southern Temperate|nan|nan|brackish|frequent|nan|Suboceanic|1290010030
hymenophyllum_tunbrigense|nan|nan|nan|nan|nan|none|nan|nan|nan|nan|nan|nan|patch-forming|nan|nan|nan|nan|nan|2.5|26|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|2.5|nan|nan|nan|0|polycarpic|nan|nan|nan|nan|nan|nan|petiolate|7|nan|nan|nan|nan|nan|300|nan|nan|native|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|autotrophic|creeping|8|nan|nan|nan|nan|nan|nan|chamaephyte|nan|6|nan|nan|nan|nan|nan|none|nan|nan|>24|nan|nan|nan|nan|nan|nan|nan|nan|rhizomes|nan|nan|nan|nan|nan|nan|nan|nan|nan|compound|nan|1-3 times as long as wide|nan|nan|nan|nan|nan|nan|nan|nan|nan|glabrous|nan|nan|glabrous|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|0|6|nan|nan|nan|height = width|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|0.5|nan|pointed|nan|nan|nan|nan|nan|nan|nan|evergreen|deep|nan|nan|nan|nan|nan|nan|non-woody|nan|adventitious|12|nan|nan|nan|nan|nan|nan|nan|nan|nan|fresh|dominant|nan|nan|11001001
hymenophyllum_wilsonii|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|patch-forming|nan|nan|nan|nan|nan|nan|36|nan|-0.87|nan|nan|nan|nan|nan|nan|nan|nan|nan|2.5|nan|nan|nan|nan|polycarpic|nan|nan|nan|nan|nan|nan|petiolate|7|nan|nan|nan|nan|0|nan|nan|nan|native|Hemicryptophyte|nan|nan|<45|nan|5|No|3|nan|Not continental|nan|autotrophic|creeping|8|nan|nan|nan|nan|nan|nan|chamaephyte|nan|6|3|nan|5|nan|13|none|nan|nan|>24|nan|nan|nan|nan|nan|nan|nan|nan|rhizomes|nan|nan|nan|Rhizome shortly creeping|Present|nan|nan|nan|nan|compound|nan|1-3 times as long as wide|nan|nan|nan|nan|nan|nan|nan|nan|nan|glabrous|nan|nan|glabrous|nan|No|nan|nan|nan|nan|nan|nan|nan|nan|60-65|nan|6|nan|nan|nan|height = width|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|serrulate|nan|0.5|nan|nan|nan|nan|nan|nan|nan|nan|nan|evergreen|nan|1685|nan|nan|3.1|nan|nan|non-woody|nan|adventitious|12|nan|nan|nan|nan|nan|nan|Boreo-Temperate|nan|nan|nan|dominant|nan|Hyperoceanic|11001002
hyoscyamus_niger|cuneate|1551|nan|deep, deep|nan|nan|5|Africa, Asia, Europe|nan|nan|none|C3|no ramets|6, 6|nan|nan|nan|nan|nan|34|2473|-1.38|nan|nan|nan|nan|nan|nan|nan|some cleistogamous flowers|wind|nan|increases|nan|seed, seed|nan|monocarpic|<1|long-term persistent, short-term persistent|5|declining|nan|nan|clasping, petiolate|8|partial|2|nan|nan|0, 0, 1|152|100-1000|insect|native|Hemicryptophyte|nan|nan|nan|nan|8, 8, 8|No|8, 9, 9|nan|Not continental|1.5|autotrophic|self-supporting|80|nan|nan|nan|nan|nan|4.04|hemicryptophyte|nan|nan|7, 7, 7|solitary|4, 4, 4|28|16|none|nan|0|nan|nan|nan|2.3|2.13|320|nan|nan|818|nan|hermaphrodite|nan|normally self|Little or no vegetative spread|nan|513|nan|nan|nan|simple|5|1-3 times as long as wide|nan|nan|nan|nan|nan|nan|none|nan|nan|glandular hairs|fainting, painkiller, whooping cough|nan|glandular hairs|nan|No Data|yellow|spring, summer|nan|nan|nan|1000-10000|nan|nan|nan|nan|6|nan|nan|44|height = width|nan|10-100|1|nan|nan|nan|nan|fertile, very fertile|nan|nan|1.5|nan|nan|nan|toothed|nan|0|1|pointed|does not kill insects|nan|nan|nan|nan|0|nan|nan|none|799|0.79|nan|4|nan|nan|woody at base|nan|nan|nan|79|nan|nan|homogamous|nan|nan|Southern Temperate|nan|nan|nan|scattered|nan|Euro-Siberian|1520050010
hypericum_androsaemum|rounded|1570|nan|nan|nan|lower|5|Africa, Asia, Europe|nan|nan|nan|C3|no ramets|nan|nan|nan|nan|nan|40|40|nan|0.78|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|seed|0|polycarpic|nan|nan|5|nan|nan|nan|sessile|8|nan|1|nan|nan|0|633|100-1000|insect|native|Nanophanerophyte|nan|nan|<45|nan|5|Yes|5|nan|Not continental|nan|autotrophic|self-supporting|100|nan|nan|nan|nan|nan|6.69|phanerophyte|Bristol|0|6|Cyme|6|13|15|none|nan|0|nan|nan|nan|nan|2.91|nan|nan|nan|nan|none|hermaphrodite|nan|nan|Little or no vegetative spread|Present|1079|nan|nan|nan|simple|numerous|1-3 times as long as wide|nan|nan|nan|nan|nan|nan|none|nan|nan|glabrous, glandular|wounds|nan|nan|nan|No|yellow|nan|nan|nan|nan|>10000|nan|nan|55-60|200|6|nan|nan|nan|height = width|nan|10-100|3|nan|nan|nan|nan|fertile, infertile|nan|nan|nan|nan|nan|nan|entire|nan|0|3|rounded|does not kill insects|nan|nan|nan|nan|0|nan|semi-evergreen|light, mid|1184|0.06, 0.06|nan|4|nan|nan|woody|nan|nan|nan|nan|nan|nan|nan|nan|nan|Mediterranean-Atlantic|nan|nan|nan|scattered|nan|Suboceanic|1090010050
hypericum_calycinum|rounded|nan|nan|nan|nan|nan|5|Europe|nan|nan|present, mechanism unknown|C3|diffuse ramets|nan|nan|nan|nan|nan|20|20|nan|0.74|nan|nan|nan|nan|nan|nan|nan|nan|wind|nan|nan|nan|vegetative|nan|polycarpic|nan|nan|5|nan|nan|nan|subsessile|9|nan|3.75|nan|nan|0|nan|nan|insect|naturalised|Chamaephyte|nan|nan|nan|nan|5|No|5|nan|Not continental|1.8|autotrophic|creeping|60|0.7|nan|nan|autumn|nan|4.93|chamaephyte, phanerophyte|nan|nan|5|solitary|7|2|16|none|nan|nan|nan|nan|nan|nan|1.78|nan|nan|nan|nan|rhizomes|hermaphrodite|nan|obligatory cross|Rhizome far creeping|nan|nan|nan|nan|nan|simple|numerous|1-3 times as long as wide|nan|nan|nan|nan|nan|nan|none|Nanophanerophyte|nan|nan|nan|nan|nan|nan|No Data|yellow|nan|nan|nan|nan|nan|nan|nan|nan|nan|7|nan|nan|nan|height < width|nan|10-100|5|nan|nan|nan|nan|nan|nan|300|1.8|nan|nan|nan|entire|nan|nan|5|rounded|does not kill insects|nan|nan|nan|nan|nan|nan|nan|nan|884|0.4, 0.58|nan|4|nan|nan|woody|nan|nan|nan|nan|nan|nan|nan|nan|nan|Mediterranean|nan|nan|nan|frequent|nan|Hyperoceanic|1090010010
